win,baronFirst,baronKills,championFirst,championKills,dragonFirst,hordeFirst,inhibitorFirst,riftHeraldFirst,riftHeraldKills,towerFirst,towerKills,inhibitorKills_0,inhibitorKills_1,inhibitorKills_2,inhibitorKills_3,inhibitorKills_4,inhibitorKills_5,inhibitorKills_7,dragonKills_0,dragonKills_1,dragonKills_2,dragonKills_3,dragonKills_4,dragonKills_5,hordeKills_0,hordeKills_1,hordeKills_2,hordeKills_3,hordeKills_4,hordeKills_5,hordeKills_6,inhibitorKills_6,dragonKills_6
False,False,0,False,24,True,False,False,False,0,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
False,False,1,True,37,False,True,False,True,1,True,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,True,38,True,False,True,True,1,True,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,
True,False,0,True,40,False,False,True,True,1,True,11,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,True,2,True,48,True,True,True,True,1,False,9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,
True,False,2,True,42,False,False,False,False,0,False,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
False,True,1,False,43,False,True,True,True,1,True,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,True,1,True,44,True,True,True,True,1,True,11,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,
False,True,2,True,31,False,True,True,True,1,False,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,13,True,False,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,31,False,False,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,33,False,False,False,False,0,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,34,True,False,True,True,1,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
True,True,1,True,40,True,False,True,True,1,False,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,
True,True,1,False,49,True,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,True,3,True,48,False,True,True,True,1,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,
False,False,0,True,32,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,15,True,True,False,True,1,True,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,10,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
True,True,1,False,25,False,True,True,False,0,True,11,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
True,False,0,True,17,True,False,False,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
True,True,2,False,44,False,False,True,False,0,True,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,
True,True,1,True,46,False,False,True,True,1,True,11,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,
False,False,0,False,29,True,True,False,False,0,False,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,86,False,False,True,False,0,True,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,72,False,False,True,False,0,True,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,87,False,False,True,False,0,True,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,38,False,False,False,False,0,False,7,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,36,True,True,False,False,0,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,True,2,True,36,True,True,True,False,0,False,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,
True,False,0,False,26,False,True,False,False,0,True,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,34,False,True,False,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,71,False,False,True,False,0,True,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,39,False,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,False,0,False,50,False,True,True,False,0,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,
False,False,0,False,11,True,False,False,True,1,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,True,35,False,True,True,False,0,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,
True,True,1,False,38,True,False,True,True,1,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,True,2,True,55,True,False,False,False,0,False,11,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
False,False,0,False,12,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,
False,False,0,False,33,True,False,False,False,0,True,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
False,False,0,False,11,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,7,False,True,False,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,False,32,False,True,True,True,1,True,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,False,32,False,True,True,True,1,False,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
False,True,1,False,35,False,True,False,True,1,False,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,False,0,False,6,True,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,True,21,True,False,False,True,1,True,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,True,2,False,36,False,True,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,False,0,True,14,True,True,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
False,False,0,True,16,False,False,False,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,
False,True,1,True,40,False,True,True,False,0,True,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,True,1,False,31,True,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,True,1,True,37,False,True,True,False,0,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,True,1,False,36,True,False,False,True,1,True,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
False,True,1,False,30,True,False,False,True,1,True,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,True,1,True,35,False,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,True,1,False,29,True,True,True,True,1,True,11,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,True,2,True,42,True,True,True,False,0,True,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,
True,True,1,False,36,False,True,True,True,1,True,11,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,True,1,False,38,True,True,True,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,
True,True,1,False,28,False,True,True,True,1,True,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,False,5,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,1,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
False,False,0,False,28,True,False,False,False,0,False,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,21,False,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,
True,True,1,True,27,True,True,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,False,0,False,43,False,True,True,False,0,True,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,31,True,False,False,True,1,True,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,26,False,True,False,True,1,True,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
True,False,0,False,46,True,False,False,False,0,True,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,
True,True,1,False,51,False,True,True,False,0,False,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
True,False,1,False,45,True,False,False,False,0,False,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,1,False,35,True,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,
False,False,0,True,35,False,True,False,False,0,True,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,True,1,False,26,False,True,True,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,8,False,True,False,True,1,True,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,37,False,True,True,True,1,False,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
False,True,1,True,39,True,False,False,True,1,True,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
False,False,0,False,31,True,False,False,False,0,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,,
True,True,2,False,38,False,False,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,2,True,47,True,False,False,False,0,False,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
True,True,1,False,27,True,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
False,False,0,True,39,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,8,False,True,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,25,False,True,False,False,0,False,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,49,True,False,False,True,1,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
True,True,1,False,40,True,False,True,True,1,False,10,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
True,True,2,False,50,True,False,True,True,1,False,9,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
True,True,1,True,38,True,False,True,True,1,False,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,
True,False,0,True,21,False,False,False,False,0,True,5,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,23,False,True,False,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,
False,True,1,True,22,False,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,39,True,True,False,False,0,False,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,
False,False,1,True,30,False,True,True,True,1,False,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,30,True,False,True,False,0,False,4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,True,2,True,50,False,False,True,True,1,False,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
True,False,0,True,49,False,True,True,False,0,True,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
True,True,1,True,38,False,False,True,True,1,False,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,
True,True,2,True,41,False,False,True,True,1,False,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,True,1,False,45,True,True,True,True,1,True,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,14,False,True,False,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
True,False,0,True,40,True,True,True,False,0,True,8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
False,False,0,False,24,False,True,False,False,0,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,5,True,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,8,False,True,True,False,0,True,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,30,False,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,False,14,False,True,False,False,0,False,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,20,True,True,True,False,0,True,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,True,16,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
True,False,0,True,25,True,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
True,True,1,False,32,False,False,True,False,0,False,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,13,True,False,False,True,1,False,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,True,1,False,30,False,False,True,False,0,False,10,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,15,False,True,False,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,8,False,True,False,True,1,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
True,False,0,True,38,True,True,False,True,1,True,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,28,False,True,True,True,1,True,10,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,7,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,14,True,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,True,25,False,True,True,True,1,True,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,31,False,True,False,True,1,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
False,True,1,False,32,True,False,False,False,0,False,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,
True,True,1,True,25,False,False,True,False,0,False,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,16,False,True,False,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,5,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
False,False,0,False,12,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,1,False,34,True,False,False,False,0,False,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
True,False,0,True,24,True,True,False,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,24,False,False,False,True,1,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
True,False,1,True,38,False,False,False,False,0,False,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
False,False,0,False,13,False,False,False,True,1,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,25,True,False,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,37,True,False,False,False,0,False,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
True,False,0,True,22,True,True,True,False,0,True,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,False,1,True,29,False,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,
False,False,0,False,42,True,False,False,True,1,True,4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,,
True,True,1,False,41,False,True,True,False,0,True,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
False,False,0,True,15,True,True,False,False,0,False,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,16,False,True,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,
True,False,1,False,33,False,False,True,False,0,True,9,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,19,True,False,False,True,1,True,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,False,0,True,33,False,True,True,False,0,False,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,True,2,True,38,False,True,True,False,0,True,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,21,False,True,False,False,0,False,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
True,True,1,False,33,False,True,True,False,0,False,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,False,0,True,34,True,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
False,False,0,False,26,False,True,True,False,0,False,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,
True,True,1,False,25,True,False,True,True,1,False,7,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,,
False,False,0,False,25,True,False,False,False,0,False,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,20,False,True,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
True,True,1,True,36,True,False,True,False,0,False,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,1,True,38,False,True,True,True,1,False,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
True,False,0,False,14,False,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,
True,True,1,True,31,False,True,True,True,1,True,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,21,False,True,False,True,1,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,False,0,False,34,False,False,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,False,0,True,25,True,True,False,True,1,True,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,True,1,False,32,False,True,True,True,1,True,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,9,True,False,False,True,1,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
False,False,0,True,7,True,False,False,False,0,False,5,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,True,12,True,False,False,False,0,True,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,13,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,
False,False,0,True,21,True,True,False,True,1,True,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
True,True,1,True,33,False,False,True,True,1,True,10,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
False,True,2,True,51,True,False,True,False,0,False,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,
False,False,0,True,25,True,False,False,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
True,False,0,True,23,True,True,False,True,1,True,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,2,False,True,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,
True,True,1,True,34,False,True,True,True,1,True,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,19,True,False,True,True,1,True,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
False,False,0,False,21,True,True,False,True,1,False,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
True,False,0,False,64,False,False,True,False,0,True,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
False,False,0,False,15,True,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,
False,False,0,False,19,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
False,True,1,False,27,False,True,True,False,0,True,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,24,False,False,False,False,0,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
True,True,1,False,40,True,True,True,True,1,True,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,
True,False,0,True,24,False,True,True,True,1,True,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,27,False,True,True,False,0,True,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,20,False,True,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,28,False,True,False,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,
False,False,0,False,28,True,False,False,False,0,False,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
False,False,0,False,21,False,True,False,False,0,True,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
True,True,1,True,46,True,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,
True,True,1,True,30,True,True,False,True,1,True,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,31,True,True,False,True,1,True,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,1,False,56,True,True,True,True,1,False,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,
True,True,1,False,38,True,True,True,False,0,False,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
False,False,0,False,28,False,True,False,False,0,True,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,
False,False,0,False,10,False,False,False,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,
True,False,0,False,27,True,True,False,True,1,True,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
True,False,0,True,15,True,True,False,True,1,True,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
False,False,0,True,3,False,False,False,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,False,0,False,15,True,True,False,True,1,True,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,
True,True,2,False,36,False,True,True,True,1,True,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,
True,True,1,True,22,True,False,True,False,0,True,8,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
True,True,2,False,35,True,False,True,True,1,True,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,True,2,False,30,False,False,True,False,0,False,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
False,False,0,True,39,False,False,False,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,True,31,True,True,False,True,1,True,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,
True,True,2,True,29,False,True,True,True,1,True,8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,
False,False,0,False,27,False,False,False,True,1,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,2,False,44,True,True,True,True,1,True,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,
True,True,1,True,40,False,True,True,True,1,False,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,
False,False,0,False,16,False,True,False,False,0,True,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,
False,False,0,True,56,False,False,True,False,0,True,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,
True,True,1,False,53,False,True,True,True,1,False,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
